NM_UF,NM_MUNICIPIO,LONG,LAT
RIO GRANDE DO NORTE,PUREZA,-35.56226823,-5.465918586
RIO GRANDE DO NORTE,RAFAEL FERNANDES,-38.22250289,-6.186495198
RIO GRANDE DO NORTE,RAFAEL GODEIRO,-37.71597407,-6.078296648
RIO GRANDE DO NORTE,RIACHO DA CRUZ,-37.95027471,-5.935802522
RIO GRANDE DO NORTE,RIACHO DE SANTANA,-38.31483303,-6.264730547
RIO GRANDE DO NORTE,RIACHUELO,-35.82627476,-5.813946965
RIO GRANDE DO NORTE,RODOLFO FERNANDES,-38.06287433,-5.787993612
RIO GRANDE DO NORTE,TIBAU,-37.25130267,-4.84143741
RIO GRANDE DO NORTE,RUY BARBOSA,-35.93548416,-5.879428941
RIO GRANDE DO NORTE,SANTA CRUZ,-36.02051657,-6.230075623
RIO GRANDE DO NORTE,SANTANA DO MATOS,-36.65410497,-5.957727155
RIO GRANDE DO NORTE,SANTANA DO SERIDÓ,-36.73685164,-6.770151753
RIO GRANDE DO NORTE,SANTO ANTÔNIO,-35.47513698,-6.305173921
RIO GRANDE DO NORTE,SÃO BENTO DO NORTE,-36.03543135,-5.05950106
RIO GRANDE DO NORTE,SÃO BENTO DO TRAIRÍ,-36.0868875,-6.344481217
RIO GRANDE DO NORTE,SÃO FERNANDO,-37.18540304,-6.383861073
RIO GRANDE DO NORTE,SÃO FRANCISCO DO OESTE,-38.16929618,-6.000636571
RIO GRANDE DO NORTE,SÃO GONÇALO DO AMARANTE,-35.33115609,-5.78955554
RIO GRANDE DO NORTE,SÃO JOÃO DO SABUGI,-37.20413966,-6.71122435
RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,-35.24027465,-6.070465712
RIO GRANDE DO NORTE,SÃO JOSÉ DO CAMPESTRE,-35.71211503,-6.315563981
RIO GRANDE DO NORTE,SÃO JOSÉ DO SERIDÓ,-36.88325889,-6.448798535
RIO GRANDE DO NORTE,SÃO MIGUEL,-38.49634397,-6.212342919
RIO GRANDE DO NORTE,SÃO MIGUEL DO GOSTOSO,-35.64128351,-5.122857116
RIO GRANDE DO NORTE,SÃO PAULO DO POTENGI,-35.76436964,-5.899820334
RIO GRANDE DO NORTE,SÃO PEDRO,-35.64031103,-5.897980283
RIO GRANDE DO NORTE,SÃO RAFAEL,-36.89039756,-5.800934227
RIO GRANDE DO NORTE,SÃO TOMÉ,-36.07366315,-5.973022347
RIO GRANDE DO NORTE,SÃO VICENTE,-36.68866185,-6.214963878
RIO GRANDE DO NORTE,SENADOR ELÓI DE SOUZA,-35.69566378,-6.036226429
RIO GRANDE DO NORTE,SENADOR GEORGINO AVELINO,-35.12417623,-6.158694334
RIO GRANDE DO NORTE,SERRA DE SÃO BENTO,-35.70348982,-6.415366992
RIO GRANDE DO NORTE,SERRA DO MEL,-37.04130135,-5.165241348
RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,-37.39497301,-6.663984336
RIO GRANDE DO NORTE,SERRINHA,-35.50134323,-6.277091526
RIO GRANDE DO NORTE,SERRINHA DOS PINTOS,-37.96157905,-6.11412937
RIO GRANDE DO NORTE,SEVERIANO MELO,-37.95658071,-5.778187765
RIO GRANDE DO NORTE,SÍTIO NOVO,-35.91044918,-6.104091583
RIO GRANDE DO NORTE,TABOLEIRO GRANDE,-38.04356754,-5.926752292
RIO GRANDE DO NORTE,TAIPU,-35.59884656,-5.619666675
RIO GRANDE DO NORTE,TANGARÁ,-35.8001896,-6.197357368
RIO GRANDE DO NORTE,TENENTE ANANIAS,-38.17929789,-6.477543712
RIO GRANDE DO NORTE,TENENTE LAURENTINO CRUZ,-36.72066014,-6.147230159
RIO GRANDE DO NORTE,TIBAU DO SUL,-35.09260037,-6.188071759
RIO GRANDE DO NORTE,TIMBAÚBA DOS BATISTAS,-37.27133991,-6.463289263
RIO GRANDE DO NORTE,TOUROS,-35.45529317,-5.202606801
RIO GRANDE DO NORTE,TRIUNFO POTIGUAR,-37.18379685,-5.866959019
RIO GRANDE DO NORTE,UMARIZAL,-37.81325849,-5.98990198
RIO GRANDE DO NORTE,UPANEMA,-37.26014694,-5.641797659
RIO GRANDE DO NORTE,VÁRZEA,-35.37479066,-6.348799891
RIO GRANDE DO NORTE,VENHA-VER,-38.49123017,-6.319422837
RIO GRANDE DO NORTE,VERA CRUZ,-35.42810953,-6.045608482
RIO GRANDE DO NORTE,VIÇOSA,-37.94740902,-5.991857175
RIO GRANDE DO NORTE,VILA FLOR,-35.0761275,-6.312791871
PARAÍBA,ÁGUA BRANCA,-37.64220904,-7.511070151
PARAÍBA,AGUIAR,-38.17758184,-7.094805762
PARAÍBA,ALAGOA GRANDE,-35.63389198,-7.036775
PARAÍBA,ALAGOA NOVA,-35.75945654,-7.057798825
PARAÍBA,ALAGOINHA,-35.54549135,-6.948140405
PARAÍBA,ALCANTIL,-36.06060433,-7.741477038
PARAÍBA,ALGODÃO DE JANDAÍRA,-36.0060934,-6.904694038
PARAÍBA,ALHANDRA,-34.91198516,-7.432995302
PARAÍBA,SÃO JOÃO DO RIO DO PEIXE,-38.44545357,-6.734430828
PARAÍBA,AMPARO,-37.06477525,-7.567211522
PARAÍBA,APARECIDA,-38.08333825,-6.783695142
PARAÍBA,ARAÇAGI,-35.38329909,-6.851696617
PARAÍBA,ARARA,-35.75954172,-6.826191721
PARAÍBA,ARARUNA,-35.73598051,-6.531447021
PARAÍBA,AREIA,-35.7033914,-6.965515
PARAÍBA,AREIA DE BARAÚNAS,-36.94350796,-7.123695013
PARAÍBA,AREIAL,-35.92280943,-7.049961089
PARAÍBA,AROEIRAS,-35.71559295,-7.548462023
PARAÍBA,ASSUNÇÃO,-36.73318748,-7.076326944
PARAÍBA,BAÍA DA TRAIÇÃO,-34.94993109,-6.679529123
PARAÍBA,BANANEIRAS,-35.6315999,-6.749637275
PARAÍBA,BARAÚNA,-36.25304135,-6.642405035
PARAÍBA,BARRA DE SANTANA,-35.99631408,-7.522833781
PARAÍBA,BARRA DE SANTA ROSA,-36.05977264,-6.720252678
PARAÍBA,BARRA DE SÃO MIGUEL,-36.32153597,-7.752670626
PARAÍBA,BAYEUX,-34.92918582,-7.132276485
PARAÍBA,BELÉM,-35.53627408,-6.69404261
PARAÍBA,BELÉM DO BREJO DO CRUZ,-37.53950248,-6.188574998
PARAÍBA,BERNARDINO BATISTA,-38.54886922,-6.453547793
PARAÍBA,BOA VENTURA,-38.21895088,-7.422282145
PARAÍBA,BOA VISTA,-36.23537366,-7.257913081
PARAÍBA,BOM JESUS,-38.65514281,-6.817957651
PARAÍBA,BOM SUCESSO,-37.9300237,-6.445046723
PARAÍBA,BONITO DE SANTA FÉ,-38.51649531,-7.310763082
PARAÍBA,BOQUEIRÃO,-36.13340475,-7.48264792
PARAÍBA,IGARACY,-38.14669464,-7.179319291
PARAÍBA,BORBOREMA,-35.59937597,-6.804305883
PARAÍBA,BREJO DO CRUZ,-37.50016264,-6.347707607
PARAÍBA,BREJO DOS SANTOS,-37.82371018,-6.376183308
PARAÍBA,CAAPORÃ,-34.91785014,-7.514287641
PARAÍBA,CABACEIRAS,-36.28434189,-7.490669874
PARAÍBA,CABEDELO,-34.83943002,-6.966983063
PARAÍBA,CACHOEIRA DOS ÍNDIOS,-38.67830319,-6.923935853
PARAÍBA,CACIMBA DE AREIA,-37.15821695,-7.128473377
PARAÍBA,CACIMBA DE DENTRO,-35.7928209,-6.640016747
PARAÍBA,CACIMBAS,-37.06040211,-7.212359303
PARAÍBA,CAIÇARA,-35.46911428,-6.617469791
PARAÍBA,CAJAZEIRAS,-38.56053037,-6.8904645
PARAÍBA,CAJAZEIRINHAS,-37.79918433,-6.962692813
PARAÍBA,CALDAS BRANDÃO,-35.34238209,-7.171751437
PARAÍBA,CAMALAÚ,-36.83161058,-7.891242095
PARAÍBA,CAMPINA GRANDE,-35.88385911,-7.22149704
PARAÍBA,CAPIM,-35.16773871,-6.910844375
PARAÍBA,CARAÚBAS,-36.49547807,-7.731099372
PARAÍBA,CARRAPATEIRA,-38.34421673,-7.039654241
PARAÍBA,CASSERENGUE,-35.81630483,-6.783760326
PARAÍBA,CATINGUEIRA,-37.6107199,-7.125209784
PARAÍBA,CATOLÉ DO ROCHA,-37.74850009,-6.346752995
PARAÍBA,CATURITÉ,-36.02065882,-7.419618321
PARAÍBA,CONCEIÇÃO,-38.50915796,-7.560225087
PARAÍBA,CONDADO,-37.60397133,-6.912306777
PARAÍBA,CONDE,-34.90715134,-7.263571827
PARAÍBA,CONGO,-36.66153286,-7.792570778
PARAÍBA,COREMAS,-37.94553728,-7.016918284
PARAÍBA,COXIXOLA,-36.60482952,-7.628796961
PARAÍBA,CRUZ DO ESPÍRITO SANTO,-35.09148913,-7.141336962
PARAÍBA,CUBATI,-36.34792972,-6.862360609
PARAÍBA,CUITÉ,-36.15320817,-6.485555301
PARAÍBA,CUITEGI,-35.52574123,-6.895813743
PARAÍBA,CUITÉ DE MAMANGUAPE,-35.25282489,-6.914157473
PARAÍBA,CURRAL DE CIMA,-35.26705727,-6.717430029
PARAÍBA,CURRAL VELHO,-38.20039145,-7.538085108
PARAÍBA,DAMIÃO,-35.90994254,-6.631897407
PARAÍBA,DESTERRO,-37.09216932,-7.29144753
PARAÍBA,VISTA SERRANA,-37.56791453,-6.740687272
PARAÍBA,DIAMANTE,-38.26504421,-7.423583421
PARAÍBA,DONA INÊS,-35.62254065,-6.602122735
PARAÍBA,DUAS ESTRADAS,-35.4181768,-6.688132955
PARAÍBA,EMAS,-37.71458598,-7.107992232
PARAÍBA,ESPERANÇA,-35.85859329,-7.020685
PARAÍBA,FAGUNDES,-35.78460888,-7.363061604
PARAÍBA,FREI MARTINHO,-36.45204406,-6.404515852
PARAÍBA,GADO BRAVO,-35.7906509,-7.582941177
PARAÍBA,GUARABIRA,-35.48996498,-6.852715
PARAÍBA,GURINHÉM,-35.42818606,-7.123215668
PARAÍBA,GURJÃO,-36.48627612,-7.246221661
PARAÍBA,IBIARA,-38.40556786,-7.497851225
PARAÍBA,IMACULADA,-37.51007486,-7.388537261
PARAÍBA,INGÁ,-35.61768922,-7.295026914
PARAÍBA,ITABAIANA,-35.33753339,-7.3309315
PARAÍBA,ITAPORANGA,-38.15257311,-7.303980463
PARAÍBA,ITAPOROROCA,-35.24629571,-6.829920163
PARAÍBA,ITATUBA,-35.62816125,-7.374957755
PARAÍBA,JACARAÚ,-35.29428245,-6.612968587
PARAÍBA,JERICÓ,-37.80864138,-6.556194991
PARAÍBA,JOÃO PESSOA,-34.87338481,-7.14938202
PARAÍBA,JUAREZ TÁVORA,-35.59117811,-7.166344627
PARAÍBA,JUAZEIRINHO,-36.57070101,-7.065368311
PARAÍBA,JUNCO DO SERIDÓ,-36.71644123,-6.993337649
PARAÍBA,JURIPIRANGA,-35.23945405,-7.370290773
PARAÍBA,JURU,-37.81926449,-7.534307138
PARAÍBA,LAGOA,-37.91509007,-6.594208613
PARAÍBA,LAGOA DE DENTRO,-35.37704365,-6.67059905
PARAÍBA,LAGOA SECA,-35.85144014,-7.158412489
PARAÍBA,LASTRO,-38.17921849,-6.516530626
PARAÍBA,LIVRAMENTO,-36.9486293,-7.379002823
PARAÍBA,LOGRADOURO,-35.44329936,-6.615371422
PARAÍBA,LUCENA,-34.8746091,-6.898849338
PARAÍBA,MÃE D'ÁGUA,-37.42816099,-7.257049093
PARAÍBA,MALTA,-37.51777571,-6.907185123
PARAÍBA,MAMANGUAPE,-35.1238932,-6.833715147
PARAÍBA,MANAÍRA,-38.15307167,-7.704614142
PARAÍBA,MARCAÇÃO,-35.01392439,-6.770054174
PARAÍBA,MARI,-35.31854242,-7.056384
PARAÍBA,MARIZÓPOLIS,-38.35539613,-6.844674277
PARAÍBA,MASSARANDUBA,-35.73751521,-7.180199471
PARAÍBA,MATARACA,-35.04855767,-6.600518654
PARAÍBA,MATINHAS,-35.77093742,-7.121168344
PARAÍBA,MATO GROSSO,-37.7115727,-6.542633491
PARAÍBA,MATURÉIA,-37.35043389,-7.265930002
PARAÍBA,MOGEIRO,-35.4824246,-7.309480532
PARAÍBA,MONTADAS,-35.95827543,-7.089096338
PARAÍBA,MONTE HOREBE,-38.58365749,-7.209526402
PARAÍBA,MONTEIRO,-37.12268068,-7.892217
PARAÍBA,MULUNGU,-35.46514342,-7.027886032
PARAÍBA,NATUBA,-35.55614468,-7.640978825
PARAÍBA,NAZAREZINHO,-38.31891258,-6.912700919
PARAÍBA,NOVA FLORESTA,-36.20249543,-6.456139942
PARAÍBA,NOVA OLINDA,-38.0410502,-7.476842781
PARAÍBA,NOVA PALMEIRA,-36.41871297,-6.676605843
PARAÍBA,OLHO D'ÁGUA,-37.75268553,-7.224972649
PARAÍBA,OLIVEDOS,-36.24366522,-6.988225622
PARAÍBA,OURO VELHO,-37.15437894,-7.618652125
PARAÍBA,PARARI,-36.65832444,-7.316700101
PARAÍBA,PASSAGEM,-37.05439194,-7.132819597
PARAÍBA,PATOS,-37.27691334,-7.024491668
PARAÍBA,PAULISTA,-37.62105567,-6.59406158
PARAÍBA,PEDRA BRANCA,-38.07224631,-7.426564426
PARAÍBA,PEDRA LAVRADA,-36.47205036,-6.757881461
PARAÍBA,PEDRAS DE FOGO,-35.11317798,-7.4015385
PARAÍBA,PIANCÓ,-37.926519,-7.192569876
PARAÍBA,PICUÍ,-36.34704603,-6.510135657
PARAÍBA,PILAR,-35.25988041,-7.259887985
PARAÍBA,PILÕES,-35.61554059,-6.869220528
PARAÍBA,PILÕEZINHOS,-35.5305857,-6.840568783
PARAÍBA,PIRPIRITUBA,-35.49771579,-6.780800098
PARAÍBA,PITIMBU,-34.81393041,-7.482413396
PARAÍBA,POCINHOS,-36.05644228,-7.078617269
PARAÍBA,POÇO DANTAS,-38.49716553,-6.407175642
PARAÍBA,POÇO DE JOSÉ DE MOURA,-38.50999999,-6.576918816
PARAÍBA,POMBAL,-37.79826727,-6.769855485
PARAÍBA,PRATA,-37.08233398,-7.696983084
PARAÍBA,PRINCESA ISABEL,-37.99366401,-7.733866459
PARAÍBA,PUXINANÃ,-35.95849407,-7.148906644
PARAÍBA,QUEIMADAS,-35.89943391,-7.3607915
PARAÍBA,QUIXABÁ,-37.1470987,-7.030817607
PARAÍBA,REMÍGIO,-35.79583319,-6.966292952
PARAÍBA,PEDRO RÉGIS,-35.29300585,-6.644471497
PARAÍBA,RIACHÃO,-35.66272169,-6.542676528
PARAÍBA,RIACHÃO DO BACAMARTE,-35.65538766,-7.250594773
PARAÍBA,RIACHÃO DO POÇO,-35.26124269,-7.151503616
PARAÍBA,RIACHO DE SANTO ANTÔNIO,-36.15670977,-7.690295345
PARAÍBA,RIACHO DOS CAVALOS,-37.65383539,-6.436494249
PARAÍBA,RIO TINTO,-35.07885223,-6.8084485
PARAÍBA,SALGADINHO,-36.84550289,-7.103034733
PARAÍBA,SALGADO DE SÃO FÉLIX,-35.44330174,-7.355357314
PARAÍBA,SANTA CECÍLIA,-35.87747447,-7.742905962
PARAÍBA,SANTA CRUZ,-38.06055559,-6.535014168
PARAÍBA,SANTA HELENA,-38.64278967,-6.7186942
PARAÍBA,SANTA INÊS,-38.55959993,-7.627779719
PARAÍBA,SANTA LUZIA,-36.92167833,-6.871863262
PARAÍBA,SANTANA DE MANGUEIRA,-38.33258115,-7.55121341
PARAÍBA,SANTANA DOS GARROTES,-37.9850431,-7.38764446
PARAÍBA,SANTARÉM,-38.47915221,-6.484055297
PARAÍBA,SANTA RITA,-34.96583928,-7.1380845
PARAÍBA,SANTA TERESINHA,-37.4417178,-7.084191705
PARAÍBA,SANTO ANDRÉ,-36.63097543,-7.220489123
PARAÍBA,SÃO BENTO,-37.44934966,-6.489307541
PARAÍBA,SÃO BENTINHO,-37.7227213,-6.890308509
PARAÍBA,SÃO DOMINGOS DO CARIRI,-36.4359294,-7.632990703
PARAÍBA,SÃO DOMINGOS,-37.94260275,-6.815924981
PARAÍBA,SÃO FRANCISCO,-38.09714123,-6.619279982
PARAÍBA,SÃO JOÃO DO CARIRI,-36.53152094,-7.390201336
PARAÍBA,SÃO JOÃO DO TIGRE,-36.84574332,-8.081042889
PARAÍBA,SÃO JOSÉ DA LAGOA TAPADA,-38.15777019,-6.944231489
PARAÍBA,SÃO JOSÉ DE CAIANA,-38.29782337,-7.249159631
PARAÍBA,SÃO JOSÉ DE ESPINHARAS,-37.32511484,-6.844179608
PARAÍBA,SÃO JOSÉ DOS RAMOS,-35.37796105,-7.247127357
PARAÍBA,SÃO JOSÉ DE PIRANHAS,-38.50107482,-7.120869957
PARAÍBA,SÃO JOSÉ DE PRINCESA,-38.09880272,-7.742969451
PARAÍBA,SÃO JOSÉ DO BONFIM,-37.30924473,-7.160914977
PARAÍBA,SÃO JOSÉ DO BREJO DO CRUZ,-37.35382968,-6.212915341
PARAÍBA,SÃO JOSÉ DO SABUGI,-36.79749322,-6.775531407
PARAÍBA,SÃO JOSÉ DOS CORDEIROS,-36.80277782,-7.392642697
PARAÍBA,SÃO MAMEDE,-37.09485739,-6.930228371
PARAÍBA,SÃO MIGUEL DE TAIPU,-35.21045139,-7.24923353
PARAÍBA,SÃO SEBASTIÃO DE LAGOA DE ROÇA,-35.86641391,-7.100945955
PARAÍBA,SÃO SEBASTIÃO DO UMBUZEIRO,-37.00841698,-8.157118755
PARAÍBA,SAPÉ,-35.23043262,-7.087111
PARAÍBA,SERIDÓ,-36.41076411,-6.856908563
PARAÍBA,SERRA BRANCA,-36.65566686,-7.480502524
PARAÍBA,SERRA DA RAIZ,-35.44273884,-6.68551765
PARAÍBA,SERRA GRANDE,-38.37489479,-7.214147758
PARAÍBA,SERRA REDONDA,-35.6742705,-7.182549425
PARAÍBA,SERRARIA,-35.64414257,-6.817088943
PARAÍBA,SERTÃOZINHO,-35.44175075,-6.750797546
PARAÍBA,SOBRADO,-35.23819548,-7.144575614
PARAÍBA,SOLÂNEA,-35.65615841,-6.7598975
PARAÍBA,SOLEDADE,-36.36266486,-7.058741378
PARAÍBA,SOSSÊGO,-36.24822388,-6.767527529
PARAÍBA,SOUSA,-38.22960508,-6.763378005
PARAÍBA,SUMÉ,-36.88027615,-7.671053615
PARAÍBA,TACIMA,-35.63883666,-6.488916942
PARAÍBA,TAPEROÁ,-36.82899853,-7.209539351
PARAÍBA,TAVARES,-37.87859193,-7.635708446
PARAÍBA,TEIXEIRA,-37.25156158,-7.223702909
PARAÍBA,TENÓRIO,-36.62799987,-6.938260403
PARAÍBA,TRIUNFO,-38.59809833,-6.576835507
PARAÍBA,UIRAÚNA,-38.40702701,-6.524927095
PARAÍBA,UMBUZEIRO,-35.67147082,-7.698206329
PARAÍBA,VÁRZEA,-36.992721,-6.770807247
PARAÍBA,VIEIRÓPOLIS,-38.2778435,-6.545713552
PARAÍBA,ZABELÊ,-37.09355197,-8.076874197
PERNAMBUCO,ABREU E LIMA,-34.89913058,-7.90444899
PERNAMBUCO,AFOGADOS DA INGAZEIRA,-37.63768602,-7.748327586
PERNAMBUCO,AFRÂNIO,-41.00579734,-8.511091284
PERNAMBUCO,AGRESTINA,-35.94677684,-8.455973
PERNAMBUCO,ÁGUA PRETA,-35.51855735,-8.709122552
PERNAMBUCO,ÁGUAS BELAS,-37.12195717,-9.1145895
PERNAMBUCO,ALAGOINHA,-36.77545601,-8.466270523
PERNAMBUCO,ALIANÇA,-35.2285015,-7.604729808
PERNAMBUCO,ALTINHO,-36.05969976,-8.4895925
PERNAMBUCO,AMARAJI,-35.45077292,-8.378487
PERNAMBUCO,ANGELIM,-36.28481436,-8.890374208
PERNAMBUCO,ARAÇOIABA,-35.09396653,-7.785641873
PERNAMBUCO,ARARIPINA,-40.50246057,-7.5781415
PERNAMBUCO,ARCOVERDE,-37.05650556,-8.4239405
PERNAMBUCO,BARRA DE GUABIRABA,-35.66281889,-8.420935038
PERNAMBUCO,BARREIROS,-35.19908599,-8.81413799
PERNAMBUCO,BELÉM DE MARIA,-35.83992409,-8.621201911
PERNAMBUCO,BELÉM DO SÃO FRANCISCO,-38.96159956,-8.75146278
PERNAMBUCO,BELO JARDIM,-36.42003508,-8.335295439
PERNAMBUCO,BETÂNIA,-38.03873814,-8.26984079
PERNAMBUCO,BEZERROS,-35.75448795,-8.2353595
PERNAMBUCO,BODOCÓ,-39.93616319,-7.779342627
PERNAMBUCO,BOM CONSELHO,-36.67931439,-9.163382985
PERNAMBUCO,BOM JARDIM,-35.5871395,-7.799512181
PERNAMBUCO,BONITO,-35.72852793,-8.4722605
PERNAMBUCO,BREJÃO,-36.56469666,-9.027249151
PERNAMBUCO,BREJINHO,-37.28733455,-7.345671276
PERNAMBUCO,BREJO DA MADRE DE DEUS,-36.37039144,-8.1489565
PERNAMBUCO,BUENOS AIRES,-35.32957041,-7.72437221
PERNAMBUCO,BUÍQUE,-37.15698811,-8.622059041
PERNAMBUCO,CABO DE SANTO AGOSTINHO,-35.03848897,-8.28986423
PERNAMBUCO,CABROBÓ,-39.30984134,-8.515105483
PERNAMBUCO,CACHOEIRINHA,-36.23599141,-8.486831073
PERNAMBUCO,CAETÉS,-36.62480401,-8.775594845
PERNAMBUCO,CALÇADO,-36.33328808,-8.738377944
PERNAMBUCO,CALUMBI,-38.15374592,-7.938427327
PERNAMBUCO,CAMARAGIBE,-34.99572136,-8.020521767
PERNAMBUCO,CAMOCIM DE SÃO FÉLIX,-35.76519473,-8.36213804
PERNAMBUCO,CAMUTANGA,-35.28279064,-7.40708242
PERNAMBUCO,CANHOTINHO,-36.19357488,-8.883870562
PERNAMBUCO,CAPOEIRAS,-36.62379802,-8.73614268
PERNAMBUCO,CARNAÍBA,-37.7933989,-7.803058219
PERNAMBUCO,CARNAUBEIRA DA PENHA,-38.74342195,-8.320607965
PERNAMBUCO,CARPINA,-35.25806061,-7.846886716
PERNAMBUCO,CARUARU,-35.96707336,-8.285898
PERNAMBUCO,CASINHAS,-35.7253231,-7.743206568
PERNAMBUCO,CATENDE,-35.72166666,-8.6703075
PERNAMBUCO,CEDRO,-39.23713822,-7.717469233
PERNAMBUCO,CHÃ DE ALEGRIA,-35.21372674,-7.99790078
PERNAMBUCO,CHÃ GRANDE,-35.46474081,-8.240112777
PERNAMBUCO,CONDADO,-35.10411849,-7.589382255
PERNAMBUCO,CORRENTES,-36.3297019,-9.128665502
PERNAMBUCO,CORTÊS,-35.5415869,-8.475151217
PERNAMBUCO,CUMARU,-35.69469896,-8.015032443
PERNAMBUCO,CUPIRA,-35.95025737,-8.61128266
PERNAMBUCO,CUSTÓDIA,-37.64109659,-8.089002
PERNAMBUCO,DORMENTES,-40.77073581,-8.448656987
PERNAMBUCO,ESCADA,-35.23615742,-8.36252199
PERNAMBUCO,EXU,-39.72272834,-7.516307
PERNAMBUCO,FEIRA NOVA,-35.39059799,-7.948727742
PERNAMBUCO,FERNANDO DE NORONHA,-32.43518633,-3.852021401
PERNAMBUCO,FERREIROS,-35.24407021,-7.445494205
PERNAMBUCO,FLORES,-37.97145611,-7.861714475
PERNAMBUCO,FLORESTA,-38.57123934,-8.6008265
PERNAMBUCO,FREI MIGUELINHO,-35.92312764,-7.944458247
PERNAMBUCO,GAMELEIRA,-35.38661078,-8.583835771
PERNAMBUCO,GARANHUNS,-36.49305028,-8.88890553
PERNAMBUCO,GLÓRIA DO GOITÁ,-35.29232239,-7.999608472
PERNAMBUCO,GOIANA,-34.9983763,-7.559231855
PERNAMBUCO,GRANITO,-39.61928634,-7.709253282
PERNAMBUCO,GRAVATÁ,-35.57149239,-8.2059995
PERNAMBUCO,IATI,-36.84727597,-9.045709251
PERNAMBUCO,IBIMIRIM,-37.69004669,-8.538762208
PERNAMBUCO,IBIRAJUBA,-36.18046309,-8.580534936
PERNAMBUCO,IGARASSU,-34.91058339,-7.82837199
PERNAMBUCO,IGUARACI,-37.51882112,-7.844774301
PERNAMBUCO,INAJÁ,-37.82448511,-8.902046079
PERNAMBUCO,INGAZEIRA,-37.45767047,-7.677797195
PERNAMBUCO,IPOJUCA,-35.06347194,-8.3969865
PERNAMBUCO,IPUBI,-40.15020875,-7.6497045
PERNAMBUCO,ITACURUBA,-38.68634169,-8.724515065
PERNAMBUCO,ITAÍBA,-37.41894846,-8.9400544
PERNAMBUCO,ILHA DE ITAMARACÁ,-34.82395057,-7.746573318
PERNAMBUCO,ITAMBÉ,-35.11062736,-7.40926386
PERNAMBUCO,ITAPETIM,-37.18843931,-7.378428528
PERNAMBUCO,ITAPISSUMA,-34.88927105,-7.774034765
PERNAMBUCO,ITAQUITINGA,-35.10261457,-7.666393609
PERNAMBUCO,JABOATÃO DOS GUARARAPES,-34.92117347,-8.165391467
PERNAMBUCO,JAQUEIRA,-35.79739521,-8.727969878
PERNAMBUCO,JATAÚBA,-36.49882855,-7.987257777
PERNAMBUCO,JATOBÁ,-38.27503766,-9.185069993
PERNAMBUCO,JOÃO ALFREDO,-35.59150237,-7.860188727
PERNAMBUCO,JOAQUIM NABUCO,-35.52924183,-8.626898299
PERNAMBUCO,JUCATI,-36.49038652,-8.707028964
PERNAMBUCO,JUPI,-36.41173374,-8.706096853
PERNAMBUCO,JUREMA,-36.13595449,-8.719667174
PERNAMBUCO,LAGOA DO CARRO,-35.31260192,-7.844232495
PERNAMBUCO,LAGOA DE ITAENGA,-35.29280365,-7.932378179
PERNAMBUCO,LAGOA DO OURO,-36.46431693,-9.124171838
PERNAMBUCO,LAGOA DOS GATOS,-35.90712104,-8.649254865
PERNAMBUCO,LAGOA GRANDE,-40.27072513,-8.995051485
PERNAMBUCO,LAJEDO,-36.32149662,-8.662856866
PERNAMBUCO,LIMOEIRO,-35.45526105,-7.880198
PERNAMBUCO,MACAPARANA,-35.44987498,-7.555680699
PERNAMBUCO,MACHADOS,-35.51414056,-7.688572486
PERNAMBUCO,MANARI,-37.62682295,-8.960108145
PERNAMBUCO,MARAIAL,-35.81411757,-8.783077601
PERNAMBUCO,MIRANDIBA,-38.73456458,-8.120243802
PERNAMBUCO,MORENO,-35.0948691,-8.11869453
PERNAMBUCO,NAZARÉ DA MATA,-35.2213387,-7.737688
PERNAMBUCO,OLINDA,-34.86131039,-7.992660075
PERNAMBUCO,OROBÓ,-35.6029821,-7.737895134
PERNAMBUCO,OROCÓ,-39.59524578,-8.617945646
PERNAMBUCO,OURICURI,-40.08146258,-7.883151975
PERNAMBUCO,PALMARES,-35.58833599,-8.6790825
PERNAMBUCO,PALMEIRINA,-36.327311,-9.001683285
PERNAMBUCO,PANELAS,-36.0015758,-8.667242285
PERNAMBUCO,PARANATAMA,-36.65842927,-8.920145338
PERNAMBUCO,PARNAMIRIM,-39.57578682,-8.090138327
PERNAMBUCO,PASSIRA,-35.581685,-7.978883942
PERNAMBUCO,PAUDALHO,-35.17915106,-7.897135005
PERNAMBUCO,PAULISTA,-34.88479162,-7.943188
PERNAMBUCO,PEDRA,-36.94279815,-8.4984765
PERNAMBUCO,PESQUEIRA,-36.69551472,-8.355456108
PERNAMBUCO,PETROLÂNDIA,-38.22073355,-8.977343464
PERNAMBUCO,PETROLINA,-40.49999933,-9.397375515
PERNAMBUCO,POÇÃO,-36.7058799,-8.186227009
PERNAMBUCO,POMBOS,-35.39619536,-8.14435986
PERNAMBUCO,PRIMAVERA,-35.35394339,-8.331376086
PERNAMBUCO,QUIPAPÁ,-36.01198953,-8.827885022
PERNAMBUCO,QUIXABA,-37.84644562,-7.71812641
PERNAMBUCO,RECIFE,-34.88894194,-8.062762483
PERNAMBUCO,RIACHO DAS ALMAS,-35.86087495,-8.127032781
PERNAMBUCO,RIBEIRÃO,-35.37613082,-8.51111604
PERNAMBUCO,RIO FORMOSO,-35.15543282,-8.662171085
PERNAMBUCO,SAIRÉ,-35.71024777,-8.327613539
PERNAMBUCO,SALGADINHO,-35.63806124,-7.939483741
